Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
8155be65402414,c8b5f1d98b6c6f,8a84da96d077c3,1,4,653.5,4,0,4,9,1498,3,1,87.95,1410,duo-fpp,49,48,-1,0,45.14,0,0.0,0,0,2033.0,6,1495,0.7158017935515525
b9f25714fd5713,abdc4b13854587,d97e7815558ad6,0,0,32.23,0,0,0,63,1559,0,0,0.0,1453,solo-fpp,95,93,-1,0,0.0,0,0.0,0,0,644.3,3,1544,0.40240875635101553
80d2d5bfafa35d,d72283ba95621a,a986dd98de8eae,0,0,0.0,0,0,0,79,1247,0,0,0.0,1786,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,399.5,2,1447,0.1808936626139297
6df0b54e56f57c,ab339e62eada80,4316f15123d787,2,0,211.4,0,0,1,36,1317,1,1,7.513,1392,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,662.7,3,1542,0.42958063944971486
6bb8eae4d80ec1,1c8b3f7a014281,462206d2352a67,0,0,104.6,1,0,0,53,1247,0,0,0.0,1798,duo,46,45,0,0,2883.0,0,0.0,0,0,1478.0,4,1478,0.4733039902278417
3100b5b39c1913,24053edc275c32,cd52197ef7c804,0,0,0.0,0,0,0,80,0,0,0,0.0,1848,squad,28,26,1438,0,0.0,0,0.0,0,0,142.8,1,0,0.07356253112750288
9b9ab3acaf27af,cecc8c87f946ed,cf8ab90dfdcf82,0,0,148.5,0,0,0,35,1022,1,1,6.587999999999999,1384,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,208.1,2,1493,0.277320604430201
1de3e5eb77e69e,2def072474a0d4,e6730efe2fd88c,1,1,100.0,0,0,5,39,1201,1,1,13.52,1952,duo,47,43,-1,0,0.0,0,0.0,0,0,743.7,5,1559,0.32968415705235415
dc142dda2cc0d7,4c1bb94f5565d9,0efcb3d587de94,0,1,882.0,0,5,2,1,1229,9,1,111.1,1432,solo-fpp,95,95,-1,0,0.0,0,0.0,0,0,2799.0,9,1514,0.8416930059351028
bdc8dd7bddd012,3e9ed2a1a118de,b4204f1c8eb362,0,0,40.85,0,0,0,75,0,0,0,0.0,1861,squad,28,25,1503,0,0.0,0,0.0,0,0,75.61,4,0,0.036254220041080414
2bafbd4e55948d,cd3c8b4e0ea792,39ffe4bba081ba,0,0,246.9,1,0,0,70,0,0,0,0.0,1838,duo-fpp,50,47,1468,0,0.0,0,0.0,0,0,716.1,4,0,0.29956746898752773
f224249c6b7d19,9c64cfb90d38b6,e9d203a36b1d0a,1,5,79.87,0,0,3,46,0,0,0,0.0,1395,squad-fpp,28,28,1602,2,0.0,0,0.0,0,0,2507.0,4,0,0.8801717410239125
a8ff438c9db694,da351dc25691a5,f4cf26a84ca035,2,6,579.8,2,0,3,4,0,3,1,145.2,1967,squad-fpp,29,28,1494,0,5318.0,0,63.21,0,0,1766.0,7,0,0.8876712282564901
3b1913e22b1543,fc4ad79a486979,214ba5e6940983,1,2,221.5,4,0,2,7,0,3,1,99.02,1778,squad,31,31,1308,1,2918.0,0,0.0,0,0,2161.0,2,0,0.7986207650802414
3d7747d73ea383,c5fc2b3b705459,39ffe4bba081ba,1,3,254.0,2,2,0,19,0,2,1,58.12,1838,duo-fpp,50,47,1814,0,3554.0,0,0.0,0,0,1972.0,7,0,0.43003611396158925
9043eefb418040,7a3d5a876511ab,a36f7fdc32349c,1,3,95.2,1,0,0,80,0,0,0,0.0,905,crashfpp,50,47,1500,0,873.4,0,0.0,0,0,431.4,1,0,0.1913564286574685
ea7da62e0b26f2,b3aa4a466059f4,4f94bb11535d03,0,0,12.96,0,0,0,92,0,0,0,0.0,1775,duo-fpp,48,48,1393,0,0.0,0,0.0,0,0,38.74,0,0,0.04040246764357193
b74eec44e1a683,74a5e4602927f8,f2a26c473a60a3,0,5,499.0,2,0,2,6,1182,3,2,33.98,1824,duo-fpp,48,46,-1,0,102.8,0,272.9,0,1,2387.0,3,1507,0.849683109890185
d1481663725dac,7d3f86be2756ae,61500d7d18d469,0,3,141.1,1,1,3,13,0,2,1,109.3,1363,squad-fpp,29,29,1490,0,0.0,0,0.0,0,0,1620.0,6,0,0.730142812560927
1df4d2c15be039,e6051993b63b07,ff0bccb162a5e4,0,0,31.26,0,0,0,70,1471,0,0,0.0,1822,duo,49,47,-1,1,3045.0,0,0.0,0,0,1329.0,5,1534,0.39022580107169874
2f287e70d8c4d8,2f86bf4236b0dd,f32aa2c1a33aa2,0,7,579.3,0,0,0,5,1011,5,1,47.25,1423,solo-fpp,97,94,-1,0,439.5,0,0.0,0,0,1612.0,4,1495,0.7138750390426237
86aedebf8cf19a,f9eac7c2867a8a,ff0bccb162a5e4,0,0,45.37,0,1,0,24,1040,1,1,162.6,1822,duo,49,47,-1,0,1552.0,0,0.0,0,0,3150.0,3,1534,0.7443473250558126
9b3a835e499eef,66ccdffe44bcce,5161bc3fef53a2,0,0,0.0,0,0,0,81,1000,0,0,0.0,1366,squad-fpp,27,25,-1,0,0.0,0,0.0,0,0,71.19,1,1500,0.10416173616688873
1a3b3cbdebc445,074079b52a4736,74f618f1c50a87,0,2,193.8,1,0,1,20,1256,2,1,33.65,1445,squad,27,25,-1,0,9.131,0,0.0,0,0,1519.0,4,1467,0.3426042996845064
d095b282f95be0,a23d051df0d2e0,16648ea8e66401,0,2,271.0,2,0,2,32,0,1,1,91.43,1803,squad-fpp,29,28,1466,0,543.2,0,0.0,0,0,2589.0,3,0,0.5331121399682041
634e87a341929b,eb4989327bccd4,d7f3a010ea4449,0,0,30.24,0,0,0,68,1629,0,0,0.0,1329,solo-fpp,98,95,-1,0,0.0,0,0.0,0,0,134.8,3,1495,0.31810054797998333
6d9a89e57240ed,ff84f704d0ecf4,5161bc3fef53a2,0,0,0.3358,0,0,0,46,1134,0,0,0.0,1366,squad-fpp,27,25,-1,0,2004.0,0,0.0,0,0,1201.0,3,1500,0.6991401436106797
6e2e6757e11c6b,4f88d7d1e2f8f0,bd7dff6c9fd319,0,0,0.0,0,0,0,86,1044,0,0,0.0,1320,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,48.95,3,1502,0.10053342177818285
f2f02855e35161,74cd5a3ff364b6,b4204f1c8eb362,0,0,0.0,0,0,0,88,0,0,0,0.0,1861,squad,28,25,1500,0,0.0,0,0.0,0,0,43.73,0,0,0.0
d4cf95411110d5,0169c8564d2c55,d7f3a010ea4449,0,0,0.0,0,0,0,94,1000,0,0,0.0,1329,solo-fpp,98,95,-1,0,0.0,0,0.0,0,0,6.587000000000001,1,1500,0.03877878998924465
a2557edc924345,62f147018cdd69,97879fd93ce1ae,0,0,74.2,1,0,0,71,1035,0,0,0.0,1342,duo,47,42,-1,0,0.0,0,0.0,0,0,168.3,2,1506,0.1201246919373471
61ffe50c854efe,f7d8977413ef5e,1f9c1058fe19ce,0,0,276.9,2,0,1,7,0,3,2,6.814,1125,squad-fpp,27,24,1477,0,0.0,0,0.0,0,0,264.5,3,0,0.29420024552293894
1e054321215f00,d0417f4051972e,c98f840e9704d9,3,3,307.7,1,0,13,8,1144,2,2,22.47,1955,squad-fpp,30,29,-1,1,0.0,0,0.0,0,0,2957.0,6,1432,0.8685853787279312
8ce2fd15222228,4f25c5b91199d1,b4204f1c8eb362,0,0,170.8,1,0,0,8,0,3,2,44.64,1861,squad,28,25,1522,0,0.0,0,0.0,0,0,922.4,4,0,0.7427079166090989
f92deaa59cabb3,ef6de952dbc4c2,f92d9ae9b7849b,0,0,0.0,0,0,0,87,0,0,0,0.0,1322,squad,28,27,1462,0,0.0,0,0.0,0,0,77.37,2,0,0.07010195098279508
0d345c4ee20a66,c185a0a96e9054,d3c9e75fb0cc70,0,0,100.0,1,0,0,68,0,0,0,0.0,1188,squad-fpp,25,24,1527,0,0.0,0,0.0,0,0,30.49,1,0,0.23853814931690998
9616b29d856384,097d1c20cb167c,98d37b5c095be0,0,1,46.15,1,0,0,30,1074,1,1,49.71,1844,duo-fpp,47,43,-1,1,0.0,0,0.0,0,0,337.9,3,1476,0.40747345231177984
2e08cbf9809ad5,3666bc0b8673fb,67e2464e16b5b9,0,0,0.0,0,0,0,54,0,0,0,0.0,1893,solo-fpp,97,94,1533,0,0.0,0,0.0,0,0,2125.0,6,0,0.5565330393296782
cbc66814316a45,79564851dbb750,fc1894fb00cab4,0,0,0.0,0,0,0,85,0,0,0,0.0,1358,duo-fpp,46,45,1492,0,0.0,0,0.0,0,0,58.36,1,0,0.04101820202864312
e07cbadc71f47f,9223560556d7f3,2ed2125029f02a,0,5,323.8,4,0,19,12,1272,2,1,45.86,1383,squad-fpp,30,29,-1,1,951.5,0,0.0,0,0,2506.0,5,1550,0.7672055261748592
d4d656a7b6928f,41fd493626f973,cde69bf8b6472f,0,0,0.0,0,0,0,48,1124,0,0,0.0,1883,solo-fpp,97,95,-1,0,1243.0,0,89.84,0,0,2070.0,4,1534,0.661264474621071
cfed464364e498,8f99294ad2f3c5,00e0abcf6a7d35,0,0,178.1,1,0,0,73,0,0,0,0.0,1408,squad-fpp,28,28,1528,0,0.0,0,0.0,0,0,203.5,4,0,0.24837581226190336
af0a5931e762b3,a8c3e5c4d04e07,1f9c1058fe19ce,0,0,122.0,1,0,0,30,0,1,1,31.65,1125,squad-fpp,27,24,1633,0,0.0,0,0.0,0,0,866.0,3,0,0.35414650551958576
c1f968a61b701d,9634141ec84806,95125f5e05c653,0,0,25.71,0,0,0,53,1042,0,0,0.0,1386,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,1288.0,4,1517,0.7665128485109115
1f8c76d6846781,e460dcca03c860,eb3d07f6233da5,0,0,109.3,1,0,1,63,0,0,0,0.0,1890,squad-fpp,29,29,1462,1,0.0,0,0.0,0,0,996.8,1,0,0.47498825372722486
f1a0b90b5260fc,d21df1d91e8226,cf8ab90dfdcf82,0,0,86.04,0,0,0,97,1085,0,0,0.0,1384,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,14.59,0,1525,0.0
6c412688159e96,3c1c32cf30205b,88cacc4d53c5a2,0,4,158.1,0,0,3,41,0,0,0,0.0,1813,duo-fpp,46,44,1538,1,7125.0,0,0.0,0,0,3072.0,12,0,0.7883269768855433
007d2a0b752d4a,d5731e411f9205,cf8ab90dfdcf82,0,0,161.9,1,1,1,36,1130,1,1,3.9989999999999997,1384,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,293.4,2,1557,0.2574854878711486
c5842982f76177,e4ca29cb7366ad,ff0bccb162a5e4,0,2,100.0,1,0,4,33,1108,1,1,24.22,1822,duo,49,47,-1,0,0.0,0,0.0,0,0,1109.0,2,1497,0.34792735383838613
ab0810482c295e,9235d760bd254c,57ca154b527f49,0,0,348.4,2,2,0,16,1000,2,1,94.58,1362,duo-fpp,50,50,-1,0,0.0,0,0.0,0,0,1776.0,6,1500,0.7789466632592885
5f2258955269c8,452c5a398834ff,ad64f6d48b9105,0,0,0.0,0,0,0,84,0,0,0,0.0,1403,duo-fpp,46,44,1502,0,0.0,0,0.0,0,0,97.07,0,0,0.04167216361288282
60bf95abefed76,6c3293d67ad3af,eed6866288147c,0,1,72.42,1,0,0,65,0,0,0,0.0,1944,squad-fpp,25,23,1496,0,0.0,0,0.0,0,0,1470.0,4,0,0.1899845209569569
72b3e081c9c2d7,3caa6cd3b6715d,cde69bf8b6472f,0,0,0.0,0,0,0,61,1424,0,0,0.0,1883,solo-fpp,97,95,-1,0,1146.0,0,0.0,0,0,654.9,4,1652,0.48370717994362467
f2e601e811f585,231fab4efae35f,c3450aab34ab59,0,0,0.0,0,0,0,78,994,0,0,0.0,1884,squad,29,28,-1,0,0.0,0,0.0,0,0,352.4,3,1493,0.0
81f435beed49e8,d37bd457818efc,32fb800e86ea89,1,0,57.03,0,0,0,72,1000,0,0,0.0,1385,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,59.09,1,1500,0.21012912510416207
3d275cff024860,9885bab30fd111,e0f1a8f725a083,0,0,120.8,1,1,0,15,0,2,2,6.0360000000000005,1384,duo-fpp,50,50,1444,0,0.0,0,0.0,0,0,2007.0,6,0,0.785068549212459
c1e54b9f064a20,77ffb26f1edf7a,74f618f1c50a87,0,0,0.0,0,0,0,43,1081,0,0,0.0,1445,squad,27,25,-1,0,0.0,0,0.0,0,0,73.11,0,1523,0.89822974002771
8911ff97c0c479,d4e6500082220c,1f9c1058fe19ce,0,0,102.7,1,0,0,83,0,0,0,0.0,1125,squad-fpp,27,24,1383,0,0.0,0,0.0,0,0,151.0,3,0,0.14489571242826887
11a743db3b2670,abb8e56b1f4ce4,95125f5e05c653,0,0,87.76,1,0,0,38,1362,1,1,21.52,1386,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,153.0,4,1539,0.25318895152573656
fad491e2fdc369,93e848b6d72267,a36f7fdc32349c,0,1,52.98,0,0,0,84,0,0,0,0.0,905,crashfpp,50,47,1500,0,199.8,0,0.0,0,0,650.9,0,0,0.15904085119445127
b2f64d3ebdb78f,06aaf4a3af9b64,c98f840e9704d9,0,0,97.02,0,0,0,74,1000,0,0,0.0,1955,squad-fpp,30,29,-1,0,0.0,0,0.0,0,0,21.62,2,1500,0.22979002192390433
f940db98e6ea20,2ae9a4792f53ea,32fb800e86ea89,0,0,0.0,0,0,0,68,1317,0,0,0.0,1385,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,287.6,2,1464,0.2886600939592262
013fd951e23a50,f08bd03b17f027,8ccc6a316742a4,0,0,0.0,0,0,0,87,0,0,0,0.0,1340,duo-fpp,49,47,1500,0,0.0,0,0.0,0,0,94.9,2,0,0.09955445978868004
1a0ec71219f529,a90cd7223d4d9b,32fb800e86ea89,0,0,68.0,0,0,0,95,1359,0,0,0.0,1385,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,21.44,1,1537,0.0
6242aaf2e36a0d,2c01bd9525cb89,eb3d07f6233da5,0,0,0.0,0,0,0,68,0,0,0,0.0,1890,squad-fpp,29,29,1456,0,0.0,0,0.0,0,0,592.4,8,0,0.3043743209614976
9a3d87f7fa16fa,4a667d0e099b22,97879fd93ce1ae,1,1,264.6,0,0,0,16,1000,2,2,23.69,1342,duo,47,42,-1,0,0.0,0,0.0,0,0,382.4,4,1500,0.3923192936094084
9d64d050000333,97585e2f3fafe7,ad64f6d48b9105,0,0,100.0,1,1,0,31,0,1,1,21.17,1403,duo-fpp,46,44,1502,0,0.0,0,0.0,0,0,886.7,7,0,0.657478051368563
84f58e71889017,5a5901f8268ddc,00e0abcf6a7d35,0,0,37.05,0,0,0,72,0,0,0,0.0,1408,squad-fpp,28,28,1181,0,0.0,0,0.0,0,0,134.0,1,0,0.2925142228978117
317c8165118f4b,d82d7026e45f73,6f6e52b15ddf21,0,1,100.0,1,0,1,34,0,1,1,15.84,1362,squad-fpp,26,24,1152,0,0.0,0,0.0,0,0,295.7,2,0,0.37035445932408867
bf436b4a5ced60,aad191ec647351,ff0bccb162a5e4,3,5,187.4,0,0,16,43,1197,0,0,0.0,1822,duo,49,47,-1,1,6201.0,0,0.0,0,0,3009.0,5,1515,0.9788682110986315
b74ed9ac600c76,9d53c7e0d4b168,cf8ab90dfdcf82,0,3,404.8,1,0,4,5,1241,4,1,125.0,1384,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,1850.0,8,1499,0.6067191611766625
96798df35bc16b,afec478da663fe,f92d9ae9b7849b,1,2,100.0,1,1,2,33,0,1,1,5.8870000000000005,1322,squad,28,27,1359,0,0.0,0,0.0,0,0,1851.0,10,0,0.6808459907935905
2556e888849e72,b524341c8baf36,462206d2352a67,0,0,100.0,1,0,0,78,1229,0,0,0.0,1798,duo,46,45,0,0,0.0,0,0.0,0,0,76.8,2,1541,0.10246803165266077
b5bda97ddaeaab,b39c63f06502f1,f92d9ae9b7849b,1,0,0.0,0,0,0,52,0,0,0,0.0,1322,squad,28,27,1462,0,0.0,0,0.0,0,0,1325.0,3,0,0.6211877627539142
2919eb5ec2920f,79a3c6aa12f917,74f618f1c50a87,0,0,67.27,1,0,0,38,1247,1,1,5.396,1445,squad,27,25,-1,1,0.0,0,0.0,0,0,349.7,4,1439,0.14453318678342497
69d6bf564b5f5f,8fd864d2476f12,83794879c23e96,0,0,0.0,0,0,0,67,0,0,0,0.0,1878,squad-fpp,27,27,1500,0,0.0,0,0.0,0,0,1860.0,2,0,0.40843703883775384
02ad9d9a5c67e4,31735e1c4ba10f,a0881eedeee3b5,0,6,30.1,0,0,10,52,0,0,0,0.0,1362,squad-fpp,28,28,1500,0,0.0,0,0.0,0,0,3672.0,5,0,0.7532042397228761
257315932627b5,73dd9e5a12f599,74f618f1c50a87,0,0,0.0,0,0,0,84,1318,0,0,0.0,1445,squad,27,25,-1,0,0.0,0,0.0,0,0,163.0,1,1505,0.0
21bd8fb8d42b21,55a8a43f8ab3df,8ccc6a316742a4,1,0,47.0,0,0,0,66,0,0,0,0.0,1340,duo-fpp,49,47,1477,0,0.0,0,0.0,0,0,99.28,1,0,0.4005587223142097
3f0b3edfbe372f,9196d5aa8222df,eed6866288147c,0,1,37.53,0,2,1,23,0,2,1,18.96,1944,squad-fpp,25,23,1500,0,0.0,0,0.0,0,0,665.1,1,0,0.35845645914122254
fe1699d65ad341,809085dcce22dd,e9d203a36b1d0a,0,0,49.5,1,1,0,38,0,1,1,11.7,1395,squad-fpp,28,28,1420,1,0.0,0,0.0,0,0,105.3,1,0,0.14129519349902803
fcb5e3a3689d6c,b286c3e9c459ee,67e2464e16b5b9,0,0,137.7,0,0,0,44,0,1,1,3.1689999999999996,1893,solo-fpp,97,94,1500,0,0.0,0,0.0,0,0,260.8,2,0,0.21353548789172988
3ba7c119428ee9,4ff54369845fb9,00e0abcf6a7d35,0,2,285.2,3,2,2,6,0,3,2,127.1,1408,squad-fpp,28,28,1500,1,0.1736,0,9.408999999999999,0,0,3404.0,3,0,0.7214169155732846
528d7637b238e2,c245d256a886bb,c6a1c9bc246658,0,0,0.0,0,0,0,92,0,0,0,0.0,1366,squad-fpp,27,27,1467,0,0.0,0,0.0,0,0,15.05,1,0,0.0
e8c63085079e08,f3c41d15d6d371,a36f7fdc32349c,0,0,0.0,0,0,0,74,0,0,0,0.0,905,crashfpp,50,47,1500,0,0.0,0,81.57,0,0,1931.0,0,0,0.2614722155655559
06d1649965af90,864ca6e98901bd,aa99a400039689,0,1,263.2,2,1,1,8,1360,3,2,24.18,1366,squad-fpp,28,27,-1,1,0.0,0,0.0,0,0,2596.0,2,1530,0.7842788751663352
6ac48eddf2a2b5,79a3c6aa12f917,74f618f1c50a87,1,1,132.7,1,0,1,71,1056,0,0,0.0,1445,squad,27,25,-1,0,0.0,0,0.0,0,0,215.9,4,1496,0.1471254092171534
563134d5ee8a94,31cc3ab0b35085,fff2c218352941,0,1,172.9,1,0,14,69,1397,0,0,0.0,1397,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,764.7,5,1550,0.44547843965763184
ed7f75426c0bb2,a3212b1f9b58b8,b71ba7a2729b75,0,1,0.0,0,0,1,68,0,0,0,0.0,1816,squad-fpp,27,26,1785,0,1760.0,0,0.0,0,0,1180.0,5,0,0.35695647394854985
9af356c4974b98,a99e6e92ed99b8,e9d203a36b1d0a,1,1,527.4,2,1,6,19,0,2,1,32.82,1395,squad-fpp,28,28,1392,0,0.0,0,0.0,0,0,553.6,4,0,0.42109732362973606
9a10fa27abdcc4,8aac087bcd20d0,04028905be0cf6,0,1,0.0,0,0,0,46,1356,0,0,0.0,1537,duo,48,45,-1,0,0.0,0,0.0,0,0,2229.0,4,1544,0.5733673404632746
57a5314b01fd8b,015716b5dab64b,214ba5e6940983,0,0,0.0,0,0,1,59,0,0,0,0.0,1778,squad,31,31,1474,0,2456.0,0,0.0,0,0,1127.0,3,0,0.3208451845521827
b70368ea4c9c46,9196d5aa8222df,eed6866288147c,0,4,0.0,1,0,2,56,0,0,0,0.0,1944,squad-fpp,25,23,1500,1,694.5,0,0.0,0,0,810.3,7,0,0.36016244272816006
0f7dd38ead5a56,d9eae6bc020ec7,32fb800e86ea89,0,1,0.0,0,0,1,42,1079,0,0,0.0,1385,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,620.5,3,1485,0.8812930086584079
1f5de02e881ab1,33a7219ee7ed25,1eacfda087d5d5,0,1,0.0,0,0,1,44,0,0,0,0.0,1877,squad-fpp,27,27,1478,0,0.0,0,0.0,0,0,2599.0,4,0,0.6620725262546857
7f754dc8127b08,4ff0376997e72d,1eacfda087d5d5,0,0,79.83,1,0,1,57,0,0,0,0.0,1877,squad-fpp,27,27,1448,1,0.0,0,0.0,0,0,583.0,3,0,0.3517526441305529
87a96ecd86c697,9c89a15c7a6d7d,a139eac809980a,0,0,147.7,1,1,0,29,1453,1,1,41.53,1357,squad-fpp,31,28,-1,0,0.0,0,0.0,0,0,1794.0,5,1463,0.47986552822220885
c1ed38a4f2c45b,259dffbc3aef53,c3450aab34ab59,0,4,145.7,1,1,2,8,1324,3,2,29.04,1884,squad,29,28,-1,0,5268.0,0,0.0,0,0,2832.0,6,1500,0.6154713391514528
91da77b0eda5f6,e5db282d111f69,4f94bb11535d03,1,0,25.18,0,0,0,96,0,0,0,0.0,1775,duo-fpp,48,48,1523,0,0.0,0,0.0,0,0,11.7,1,0,0.0
39519a655b1053,47e5301ca95480,55c4c016afe3a2,1,6,179.4,2,0,2,41,0,0,0,0.0,1774,squad-fpp,27,26,1500,0,3324.0,0,0.0,0,0,2836.0,3,0,0.7650494316354914
87c5f5e36ddd4f,03812346f1eb17,70f9a656aba1ac,0,0,0.0,0,0,10,56,0,0,0,0.0,1388,solo-fpp,97,94,1500,0,0.0,0,0.0,0,0,512.1,7,0,0.6041226773910398
a5fea0cc7dc5cc,6b572f193232c5,e9d203a36b1d0a,0,4,334.8,3,1,1,8,0,4,2,41.0,1395,squad-fpp,28,28,1475,1,343.4,0,0.0,0,0,1100.0,2,0,0.5036989147211495
6bb61bb19e36e4,4b5c38ded78c5c,04028905be0cf6,0,2,331.7,2,2,2,10,1000,3,1,28.5,1537,duo,48,45,-1,0,0.0,0,0.0,0,0,1315.0,5,1500,0.5964096067720723
1736e15a328bb6,d35efdef9ce95c,a4f4a4bd77bdd7,0,0,0.0,0,0,0,76,0,0,0,0.0,1894,squad,27,26,1485,0,0.0,0,0.0,0,0,28.81,1,0,0.10905522132680733
997d9b3da8a41c,2066da7db0cdd1,cf8ab90dfdcf82,0,0,100.0,1,0,0,42,1438,1,1,0.6057,1384,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,90.74,2,1498,0.037851218508033954
1698204f167ab4,2132cc24c0c727,f92d9ae9b7849b,0,0,0.0,0,0,0,91,0,0,0,0.0,1322,squad,28,27,1395,0,0.0,0,0.0,0,0,77.69,2,0,0.03426087699879934
0a1ff94c417cbc,0be0399921e672,a80eefc46de393,0,1,137.7,0,0,1,36,0,1,1,2.8280000000000003,1907,solo,95,92,1501,0,0.0,0,0.0,0,0,639.3,6,0,0.35046266054691344
a0e52191f1bfa0,aa7ca3d93db457,f2a26c473a60a3,0,0,0.0,0,0,0,84,1684,0,0,0.0,1824,duo-fpp,48,46,-1,0,0.0,0,0.0,0,0,119.3,2,1613,0.11655127785135036
0b15612f9d1323,c6cd86d21d1eea,d97e7815558ad6,0,1,83.85,0,0,5,64,1109,0,0,0.0,1453,solo-fpp,95,93,-1,0,0.0,0,0.0,0,0,244.2,4,1503,0.39786250835255954
b7fb0466158761,91afb6fdc2a004,fff2c218352941,0,1,74.82,0,0,0,55,1308,0,0,0.0,1397,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,2627.0,3,1512,0.691316008583144
66121caaaf11ef,331ad62e070f70,67e2464e16b5b9,0,0,471.2,0,2,1,2,0,5,1,27.24,1893,solo-fpp,97,94,1474,0,0.0,0,0.0,0,0,1206.0,7,0,0.5963322103792394
a8528a15cf767a,3e233bb0782610,f2a26c473a60a3,0,0,133.2,0,0,0,62,1405,0,0,0.0,1824,duo-fpp,48,46,-1,0,0.0,0,0.0,0,0,241.0,3,1463,0.3709058483972435
2dde42519bcbca,beff5d9cf05d1f,d3c9e75fb0cc70,0,1,260.8,2,0,1,13,0,2,2,21.05,1188,squad-fpp,25,24,1460,1,0.0,0,0.0,0,0,2267.0,3,0,0.7512871190794927
